kota_administrasi,kecamatan,kelurahan,rw,tahun,bulan,lama_genangan,tanggal_kejadian,jumlah_tempat_pengungsian,jumlah_luka_ringan,jumlah_luka_berat,ketinggian_air,jumlah_meninggal
Jakarta Utara,Penjaringan,Pluit,"01, 11, 20, 22",2017,12,0,"tgl. 04, 05, 06",0,0,0,10 - 30,0
Jakarta Utara,Penjaringan,Pejagalan,016,2017,12,0,tgl 05 ,0,0,0,10 - 20,0
Jakarta Utara,Cilincing,Marunda,"01, 02, 04 ,06, 07, 09",2017,12,0,"tgl. 04, 05, 06",0,0,0,5 - 30,0
Jakarta Utara,Cilincing,Cilincing,"06, 09",2017,12,0,tgl. 05,0,0,0,5 - 15,0
Jakarta Utara,Pademangan,Ancol,10,2017,12,0,tgl. 05,0,0,0,10 - 15,0
Jakarta Utara,Tanjung Priok,Sunter Agung,"03, 06, 08",2017,12,0,"tgl. 05, 06, 07",0,0,0,05 - 15,0
Jakarta Utara,Koja,Koja,11,2017,12,0,tgl. 05,0,0,0,10 - 15,0
Kepulauan Seribu,Kepulauan Seribu Selatan,Pulau Tidung,"02, 03",2017,12,0,tgl. 05,0,0,0,10 - 20,0
Jakarta Utara,Kalideres,Kamal,"1, 4",2018,1,0,"tgl. 03, 04, 05, 18, 31",0,0,0,10 - 25,0
Jakarta Utara,Grogol Petamburan,Jelambar Baru,1,2018,1,0,tgl. 03,0,0,0,15,0
Jakarta Utara,Grogol Petamburan,Jelambar,7,2018,1,0,tgl. 03,0,0,0,20,0
Jakarta Utara,Kembangan,Kembangan Utara,"3, 4, 5, 6",2018,1,0,tgl. 18,0,0,0,5 - 20,0
Jakarta Utara,Cengkareng,Kapuk,"02, 05, 06, 07, 09, 12, 13, 15, 16",2018,1,0,tgl. 18,0,0,0,5 - 30,0
Jakarta Utara,Cengkareng,Rawa Buaya,"01, 02",2018,1,0,tgl. 18,0,0,0,15 - 20 ,0
Jakarta Utara,Cengkareng,Cengkareng Timur,"03, 04, 12, 13",2018,1,0,tgl. 18,0,0,0,10 - 40,0
Jakarta Pusat,Kemayoran,Serdang,"01, 07",2018,2,0,tgl. 15,0,0,0,10 - 50,0
Jakarta Utara,Penjaringan,Kamal Muara,"01, 02, 04",2018,2,0,"tgl. 01, 15",0,0,0,5 - 10,0
Jakarta Utara,Penjaringan,Penjaringan,"12, 17",2018,2,0,tgl. 15,0,0,0,10 - 35,0
Jakarta Utara,Penjaringan,Kapuk Muara,1,2018,2,0,tgl. 15,0,0,0,05 - 15,0
Jakarta Utara,Cilincing,Sukapura,"01, 10",2018,2,0,"tgl. 15, 16",0,300,0,10 - 50,0
Jakarta Utara,Kelapa Gading,Pegangsaan Dua,3,2018,2,0,"tgl. 15, 16",0,1000,0,60 - 70,0
Jakarta Utara,Koja,Tugu Selatan,4,2018,2,0,"tgl. 15, 16",0,1400,0,40,0
Jakarta Barat,Kalideres,Tegal Alur,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16",2018,2,0,"tgl, 5, 15, 17",0,0,0,20 - 30,0
Jakarta Barat,Kalideres,Kamal,"01, 02, 03, 04, 05, 06, 07, 08, 09",2018,2,0,tgl. 15,0,0,0,30 - 50,0
Jakarta Barat,Cengkareng,Kapuk,"01, 02, 03, 04, 05, 06, 07, 09, 10, 11, 12, 13, 15, 16",2018,2,0,"tgl. 15, 16",0,0,0,5 - 60,0
Jakarta Barat,Cengkareng,Rawa Buaya,"01, 02, 05, 11",2018,2,0,tgl. 15,0,0,0,5 - 30,0
Jakarta Barat,Cengkareng,Duri Kosambi,4,2018,2,0,"tgl. 15, 16",0,0,0,10 - 50,0
Jakarta Barat,Cengkareng,Cengkareng Barat,"04, 06, 09, 10, 11, 16",2018,2,0,"tgl. 15, 16",0,0,0,10 - 80,0
Jakarta Barat,Cengkareng,Cengkareng Timur,"03, 12, 13, 14, 16",2018,2,0,"tgl. 15, 16",0,0,0,10 - 80,0
Jakarta Barat,Kembangan,Kembangan Utara,"04, 10",2018,2,0,tgl. 15,0,0,0,15 - 30,0
Jakarta Barat,Kebon Jeruk,Duri Kepa,"01, 02, 03, 04, 10",2018,2,0,tgl. 15,0,0,0,15 - 60,0
Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,"03, 16",2018,2,0,"tgl. 15, 16",0,0,0,10 - 50,0
Jakarta Barat,Grogol Petamburan,Jelambar Baru,1,2018,2,0,"tgl. 15, 16",0,0,0,10 - 30,0
Jakarta Barat,Palmerah,Jati Pulo,5,2018,2,0,"tgl. 15, 16",0,0,0,30 - 50,0
Jakarta Selatan,Cilandak,Pondok Labu,3,2018,2,0,"tgl. 05, 06",0,0,0,40 - 50,0
Jakarta Selatan,Pancoran,Pangadegan,"01, 02",2018,2,0,"tgl. 05, 06, 07, 08, 09",0,32000,0,10 - 300,0
Jakarta Selatan,Pancoran,Rawa Jati,"01, 03, 07",2018,2,0,"tgl. 05, 06, 07",0,20080,0,10 - 250,0
Jakarta Selatan,Pasar Minggu,Pejaten Timur,"05, 06, 07, 08",2018,2,0,"tgl. 05, 06, 07, 25, 26",0,18110,0,30 - 200,0
Jakarta Selatan,Tebet,Kebon Baru,10,2018,2,0,"tgl. 05, 06, 07",0,12780,0,20 - 80,0
Jakarta Selatan,Tebet,Manggarai,"01, 04",2018,2,0,"tgl. 05, 06, 07",0,21190,0,30 - 200,0
Jakarta Selatan,Tebet,Bukit Duri,"10, 11",2018,2,0,tgl. 06,0,0,0,10 - 40,0
Jakarta Selatan,Jagakarsa,Lenteng Agung,"02, 03, 04, 06, 07",2018,2,0,tgl. 05,0,0,0,50 - 200,0
Jakarta Selatan,Jagakarsa,Srengseng Sawah,"01, 02, 05, 06, 07, 08, 12",2018,2,0,"tgl. 05, 06",0,0,0,100 - 300,0
Jakarta Selatan,Mampang Prapatan,Bangka,2,2018,2,0,"tgl. 05, 06",0,0,0,30 - 40,0
Jakarta Timur,Cakung,Rawa Terate,"04, 05",2018,2,0,"tgl. 03, 05, 06,15, 16, 17",0,0,0,10 - 120,0
Jakarta Timur,Cakung,Cakung Barat,"03, 07, 08",2018,2,10,"tgl. 15, 16",0,460,0,30 - 70,0
Jakarta Timur,Cakung,Jatinegara,"01, 02, 03, 05, 06, 07, 08, 11, 14",2018,2,0,tgl. 15,0,0,0,10 - 30,0
Jakarta Timur,Jatinegara,Kampung Melayu,"01, 02, 04, 05, 06, 07, 08",2018,2,0,"tgl. 03, 05, 06, 07, 08, 13, 26",0,13920,0,10 - 220,0
Jakarta Timur,Jatinegara,Bidara Cina,"03, 05, 06, 07, 11, 12, 14, 15, 16",2018,2,0,"tgl. 05, 06, 07, 08, 09, 26",0,5530,0,10 - 250,0
Jakarta Timur,Jatinegara,Cipinang Muara,13,2018,2,0,"tgl. 05, 06",0,0,0,10 - 120,0
Jakarta Timur,Makasar,Cipinang Melayu,"03, 04, 05",2018,2,0,tgl. 05,0,0,0,20 - 90,0
Jakarta Timur,Makasar,Makasar,4,2018,2,0,"tgl. 05, 06",0,0,0,20 - 50,0
Jakarta Timur,Kramat Jati,Cawang,"01, 02, 03, 05, 08, 12",2018,2,0,"tgl. 05, 06, 07, 26",0,5570,0,20 - 270,0
Jakarta Timur,Kramat Jati,Cililitan,"05, 06, 07, 15, 16",2018,2,0,"tgl. 05, 06, 07",0,3500,0,30 - 250,0
Jakarta Timur,Kramat Jati,Bale Kambang,"01, 02, 05",2018,2,0,"tgl. 05, 06, 07, 08, 09, 10",0,15600,0,60 - 300,0
Jakarta Timur,Pasar Rebo,Gedong,3,2018,2,0,"tgl. 05, 06",0,0,0,50 - 150,0
Jakarta Timur,Matraman,Kebon Manggis,"03, 04",2018,2,0,"tgl. 06, 07",0,4140,0,20 - 80,0
Jakarta Selatan,Pasar Minggu,Pejaten Timur,"05, 06, 08",2018,3,0,"tgl. 4, 10",0,0,0,10 - 50,0
Jakarta Selatan,Tebet,Kebon Baru,10,2018,3,0,tgl. 4,0,0,0,30,0
Jakarta Timur,Jatinegara,Bidara Cina,"07, 11",2018,3,0,"tgl. 4, 10",0,0,0,10 - 50,0
Jakarta Timur,Jatinegara,Kampung Melayu,"04, 05, 06, 07, 08",2018,3,0,"tgl. 4, 10, 13",0,0,0,10 - 100,0
Jakarta Timur,Kramat Jati,Cawang,"01, 02, 03, 05, 08",2018,3,0,"tgl. 4, 10, 13",0,0,0,10 - 50,0
Jakarta Timur,Kramat Jati,Cililitan,"06, 07",2018,3,0,tgl. 4,0,0,0,50 - 100,0
Jakarta Timur,Makasar,Cipinang Melayu,"03, 04",2018,3,0,tgl. 12,0,0,0,10,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Jati Padang,"02, 04, 05, 06, 09",2018,5,0,tgl. 03,0,0,0,10 - 40,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Ragunan,"07, 08",2018,5,0,tgl. 03,0,0,0,10 - 30,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Cilandak Timur,"01, 03, 04, 09, 13",2018,5,0,"tgl. 03, 20",0,90,0,10 - 120,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Pejaten Timur,"05, 06, 07, 08",2018,5,0,tgl. 21,0,0,0,10 - 50,0
Jakarta Selatan,Kec. Mampang Prapatan,Kel. Bangka,"01, 02, 03, 04",2018,5,0,tgl. 03,0,600,0,100 - 150,0
Jakarta Selatan,Kec. Pancoran,Kel. Duren Tiga,"01, 02, 05",2018,5,0,tgl. 03,0,0,0,10 - 60,0
Jakarta Selatan,Kec. Pancoran,Kel. Rawajati,07,2018,5,0,tgl. 21,0,0,0,30 - 60,0
Jakarta Selatan,Kec. Pancoran,Kel. Pengadegan,01,2018,5,0,tgl. 21,0,0,0,10 - 50,0
Jakarta Selatan,Kec. Cilandak,Kel. Pondok Labu,"01, 02, 03, 07",2018,5,0,tgl. 03,0,0,0,10 - 80,0
Jakarta Selatan,Kec. Cilandak,Kel. Cipete Selatan,"01, 07",2018,5,0,tgl. 03,0,0,0,20 - 40,0
Jakarta Selatan,Kec. Kebayoran Baru,Kel. Petogogan,02,2018,5,0,tgl. 03,0,0,0,40,0
Jakarta Selatan,Kec. Tebet,Kel. Kebon Baru,01,2018,5,0,tgl. 21,0,0,0,10 - 20,0
Jakarta Timur,Kec. Jatinegara,Kel. Kampung Melayu,"04, 05, 07, 08",2018,5,0,"tgl. 20, 21",0,0,0,10 - 100,0
Jakarta Timur,Kec. Jatinegara,Kel. Bidara Cina,"07, 11",2018,5,0,tgl. 21,0,0,0,70 - 110,0
Jakarta Timur,Kec. Kramat Jati,Kel. Cawang,"01, 02, 03, 05, 08",2018,5,0,"tgl. 20, 21",0,0,0,10 - 70,0
Jakarta Timur,Kec. Kramat Jati,Kel. Cililitan,"06, 07",2018,5,0,tgl. 21,0,0,0,10 - 30,0
Jakarta Selatan,Kec. Pancoran,Kel. Pengadegan,1,2018,6,0,tgl. 25,0,0,0,10 - 15,0
Jakarta Selatan,Kec. Kebayoran Lama,Kel. Pondok Pinang,5,2018,6,0,tgl. 25,0,0,0,30 - 60,0
Jakarta Selatan,Kec. Kebayoran Lama,Kel. Cipulir,10,2018,6,0,tgl. 25,0,0,0,10 - 30,0
Jakarta Timur,Kec. Jatinegara,Kel. Kampung Melayu,"04, 05, 06, 07, 08",2018,6,0,"tgl. 24, 25",0,0,0,10 - 100,0
Jakarta Timur,Kec. Jatinegara,Kel. Bidara Cina,"07, 11",2018,6,0,tgl. 25,0,0,0,50 - 75,0
Jakarta Timur,Kec. Kramat Jati,Kel. Cawang,"03, 05, 08",2018,6,0,"tgl. 24, 25",0,0,0,10 - 20,0
Jakarta Timur,Kec. Kramat Jati,Kel. Cililitan,7,2018,6,0,tgl. 25,0,0,0,10 - 30,0
Jakarta Barat,Kec. Cengkareng,Kel. Rawa Buaya,"03, 11",2018,10,0,tgl. 29,0,0,0,20 - 30,0
Jakarta Timur,Kec. Jatinegara,Kel. Kampung Melayu,"04, 05",2018,10,0,"tgl. 23, 29",0,0,0,30 - 80,0
Jakarta Timur,Kec. Jatinegara,Kel. Bidara Cina,"07, 11",2018,10,0,tgl. 29,0,0,0,50 - 60,0
Jakarta Timur,Kec. Kramat Jati,Kel. Cawang,"01, 02, 03, 05",2018,10,0,tgl. 29,0,0,0,10 - 50,0
Jakarta Utara,Kec. Penjaringan,Kel. Kamal Muara,4,2018,11,0,"tgl. 26, 27",0,0,0,5 - 10,0
Jakarta Barat,Kec. Kalideres,Kel. Kamal,1,2018,11,0,"tgl. 27, 28, 29",0,0,0,5 - 30,0
Jakarta Selatan,Kec. Kebayoran Lama,Kel. Pondok Pinang,5,2018,11,0,tgl. 09,0,0,0,10 - 20,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Pejaten Timur,"05, 06, 08",2018,11,0,tgl. 12,0,0,0,10 - 30,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Cilandak Timur,"03, 09",2018,11,0,tgl. 28,0,0,0,10 - 30,0
Jakarta Selatan,Kec. Cilandak,Kel. Gandaria Selatan,"05, 07",2018,11,0,tgl. 28,0,0,0,60 - 70,0
Jakarta Selatan,Kec. Pesanggrahan,Kel. Ulujami,1,2018,11,0,tgl. 28,0,0,0,40 - 70,0
Jakarta Timur,Kec. Makasar,Kel. Cipinang Melayu,"03, 04",2018,11,0,tgl. 11,0,0,0,30 - 50,0
Jakarta Timur,Kec. Jatinegara,Kel. Cipinang Muara,13,2018,11,0,tgl. 11,0,0,0,60 - 80,0
Jakarta Timur,Kec. Jatinegara,Kel. Kampung Melayu,"04, 05, 07, 08",2018,11,0,tgl. 12,0,0,0,10 - 100,0
Jakarta Timur,Kec. Jatinegara,Kel. Bidara Cina,"07, 11",2018,11,0,tgl. 12,0,0,0,20 - 60,0
Jakarta Timur,Kec. Ciracas,Kel. Rambutan,5,2018,11,0,tgl. 11,0,0,0,10 - 30,0
Jakarta Timur,Kec. Kramat Jati,Kel. Cawang,"02, 03, 05, 08",2018,11,0,tgl. 12,0,0,0,10 - 50,0
Jakarta Timur,Kec. Cakung,Kel. Jatinegara,8,2018,11,0,tgl. 29,0,0,0,10 - 15,0
Jakarta Timur,Kec. Cakung,Kel. Rawa Terate,5,2018,11,0,tgl. 29,0,0,0,5 - 20,0
Jakarta Utara,Kec. Penjaringan,Kel. Kamal Muara,4,2018,12,0,"tgl. 4, 5, 6, 7, 8, 11, 13",0,0,0,3 - 10,0
Jakarta Utara,Kec. Penjaringan,Kel. Penjaringan,17,2018,12,0,tgl. 07,0,0,0,5 - 10,0
Jakarta Barat,Kec. Kalideres,Kel. Kamal,1,2018,12,0,"tgl. 4, 5, 6, 11, 12",0,0,0,6 - 10,0
Jakarta Barat,Kec. Cengkareng,Kel. Rawa Buaya,"1, 2, 3, 4, 7, 8, 11",2018,12,0,tgl. 12,0,0,0,15 - 60,0
Jakarta Barat,Kec. Cengkareng,Kel. Cengkareng Timur,3,2018,12,0,tgl. 12,0,0,0,20 - 30,0
Jakarta Barat,Kec. Cengkareng,Kel. Duri Kosambi,"4, 5, 6",2018,12,0,tgl. 12,0,0,0,10 - 40,0
Jakarta Barat,Kec. Kembangan,Kel. Kembangan Utara,1,2018,12,0,tgl. 12,0,0,0,50,0
Jakarta Selatan,Kec. Cilandak,Kel. Cilandak Barat,"02, 06",2018,12,0,tgl. 4,0,0,0,20 - 60,0
Jakarta Selatan,Kec. Cilandak,Kel. Pondok Labu,7,2018,12,0,tgl. 13,0,0,0,20 - 60,0
Jakarta Selatan,Kec. Pancoran,Kel. Kalibata,9,2018,12,0,tgl. 10,0,0,0,30,0
Jakarta Selatan,Kec. Pancoran,Kel. Duren Tiga,5,2018,12,0,tgl. 10,0,0,0,70,0
Jakarta Selatan,Kec. Mampang Prapatan,Kel. Bangka,"02, 03, 04",2018,12,0,"tgl. 10, 13",0,0,0,50 - 80,0
Jakarta Selatan,Kec. Kebayoran Baru,Kel. Petogogan,"1, 2, 3, 5",2018,12,0,"tgl. 10, 12, 13",0,0,0,10 - 40,0
Jakarta Selatan,Kec. Kebayoran Baru,Kel. Cipete Utara,6,2018,12,0,tgl. 13,0,0,0,20 - 40,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Cilandak Timur,"1, 3",2018,12,0,tgl. 13,0,0,0,10 - 100,0
Jakarta Selatan,Kec. Kebayoran Lama,Kel. Cipulir,10,2018,12,0,tgl. 13,0,0,0,30 - 80,0
Jakarta Selatan,Kec. Pesanggrahan,Kel. Ulujami,1,2018,12,0,tgl. 11,0,0,0,20 - 40,0
Jakarta Timur,Kec. Cakung,Kel. Rawa Terate,5,2018,12,0,tgl. 3,0,0,0,10 - 100,0
Jakarta Timur,Kec. Cakung,Kel. Cakung Timur,9,2018,12,0,tgl. 3,0,0,0,20,0
Jakarta Timur,Kec. Makasar,Kel. Cipinang Melayu,4,2018,12,0,tgl. 6,0,0,0,10 - 30,0
Jakarta Timur,Kec. Ciracas,Kel. Rambutan,"03, 05",2018,12,0,tgl. 11,0,0,0,10 - 50,0
Jakarta Utara,Kec. Penjaringan,Kel. Pluit,"01, 02, 07, 022",2019,1,0,"tgl. 20, 21, 25, 30",0,0,0,3 - 40,0
Jakarta Utara,Kec. Penjaringan,Kel. Pejagalan,15,2019,1,0,tgl. 30,0,0,0,10 - 15,0
Jakarta Utara,Kec. Penjaringan,Kel. Penjaringan,"010, 017",2019,1,0,tgl. 30,0,0,0,5 - 10,0
Jakarta Utara,Kec. Cilincing,Kel. Rorotan,5,2019,1,0,tgl. 25,0,0,0,10 - 20,0
Jakarta Utara,Kec. Cilincing,Kel. Sukapura,12,2019,1,0,tgl. 30,0,0,0,10 - 20,0
Jakarta Utara,Kec. Cilincing,Kel. Cilincing,"06, 09",2019,1,0,tgl. 30,0,0,0,10 - 20,0
Jakarta Utara,Kec. Cilincing,Kel. Semper Timur,"02, 03, 10, 11",2019,1,0,tgl. 30,0,0,0,5 - 30,0
Jakarta Utara,Kec. Cilincing,Kel. Marunda,"02, 07",2019,1,0,tgl. 30,0,0,0,10 - 20,0
Jakarta Utara,Kec. Kelapa Gading,Kel. Pegangsaan Dua,3,2019,1,0,tgl. 30,0,0,0,10 - 30,0
Jakarta Utara,Kec. Kelapa Gading,Kel. Kelapa Gading Barat,"015, 016, 20",2019,1,0,tgl.30,0,0,0,10 - 20,0
Jakarta Utara,Kec. Koja,Kel. Kel. Tugu Selatan,4,2019,1,0,tgl.30,0,0,0,10 - 30,0
Jakarta Utara,Kec. Tanjung Priok,Kel. Tanjung Priok,"11, 016",2019,1,0,tgl. 30 ,0,0,0,10 - 25,0
Jakarta Barat,Kec. Kalideres,Kel. Kamal,1,2019,1,0,"tgl. 4, 9, 10, 11, 18, 19",0,0,0,3 - 10,0
Jakarta Barat,Kec. Kalideres,Kel. Tegal Alur,3,2019,1,0,tgl. 25,0,0,0,40 - 50,0
Jakarta Barat,Kec. Kalideres,Kel. Pegadungan,7,2019,1,0,tgl. 25,0,0,0,40 - 60,0
Jakarta Barat,Kec. Kebon Jeruk,Kel. Duri Kepa,2,2019,1,0,tgl. 18,0,0,0,25,0
Jakarta Barat,Kec. Kebon Jeruk,Kel. Kedoya Selatan,5,2019,1,0,tgl. 25,0,0,0,30 - 40,0
Jakarta Barat,Kec. Kebon Jeruk,Kel. Kedoya Utara,8,2019,1,0,tgl. 25,0,0,0,20 - 30,0
Jakarta Barat,Kec. Cengkareng ,Kel. Cengkareng Timur,3,2019,1,0,"tgl. 25, 31",0,0,0,10 - 70,0
Jakarta Barat,Kec. Cengkareng ,Kel. Rawa Buaya,"01, 02, 04, 11",2019,1,0,"tgl. 25, 30",0,0,0,10 - 60,0
Jakarta Barat,Kec. Cengkareng ,Kel. Duri Kosambi,"04, 06",2019,1,0,tgl. 30,0,0,0,30 - 40,0
Jakarta Barat,Kec. Cengkareng ,Kel. Kedaung Kali Angke,5,2019,1,0,tgl. 30,0,0,0,15 - 20,0
Jakarta Barat,Kec. Grogol Petamburan,Kel. Wijaya Kusuma ,5,2019,1,0,tgl. 25,0,0,0,10 - 20,0
Jakarta Barat,Kec. Grogol Petamburan,Kel. Jelambar Baru,"01, 05, 07, 09, 12",2019,1,0,"tgl. 25, 30",0,0,0,10 - 30,0
Jakarta Barat,Kec. Kembangan,Kel. Kembangan Utara,"03, 05, 10",2019,1,0,tgl. 25,0,0,0,15 - 20,0
Jakarta Barat,Kec. Palmerah,Kel. Jati Pulo,6,2019,1,0,tgl. 12,0,0,0,40,0
Jakarta Barat,Kec. Palmerah,Kel. Kota Bambu Utara,1,2019,1,0,tgl. 12,0,0,0,20,0
Jakarta Selatan,Kec. Pasar Minggu,Kel. Jatipadang,6,2019,1,0,"tgl. 13, 22",0,0,0,30 - 60,0
Jakarta Timur,Kec. Jatinegara,Kel. Kampung Melayu,"04, 05",2019,1,0,"tgl. 8, 21",0,0,0,10 - 30,0
Jakarta Timur,Kec. Cakung,Kel. Rawa Terate,"04, 05",2019,1,0,tgl. 30,0,0,0,15 - 30,0
Jakarta Barat,Kec. Kembangan,Kel. Kembangan Utara,1,2019,2,0,"tgl. 01, 02",0,0,0,50 - 60,0
Jakarta Barat,Kec. Kalideres,Kel. Kamal,1,2019,2,0,"tgl. 01, 03",0,0,0,5,0
Jakarta Selatan,Kec. Kebayoran Lama,Kel. Grogol Selatan,6,2019,2,0,"tgl. 11, 12",0,0,0,10 - 50,0
Jakarta Selatan,Kec. Kebayoran Lama,Kel. Cipulir,"08,10",2019,2,0,"tgl. 16,17",0,0,0,40,0
Jakarta Selatan,"Kec, Pasar Minggu",Kel. Pejaten Timur,"05, 06, 07, 08",2019,2,0,"tgl 16,26",0,0,0,40 - 80,0
Jakarta Selatan,"Kec, Pasar Minggu",Kel. Cilandak Timur,3,2019,2,0,"tgl. 19,20",0,0,0,60,0
Jakarta Selatan,Kec. Pancoran,Kel. Pengedegan,1,2019,2,0,"tgl 16,26",0,0,0,80,0
Jakarta Selatan,Kec. Pancoran,Kel. Rawajati,"07, 04",2019,2,0,"tgl 16,26",0,0,0,20 - 70,0
Jakarta Selatan,Kec. Pancoran,Kel. Duren Tiga,5,2019,2,0,"tgl. 16,17",0,0,0,40 - 70,0
Jakarta Selatan,Kec. Pancoran,Kel. Kalibata,9,2019,2,0,"tgl. 16,17",0,0,0,30 - 40,0
Jakarta Selatan,Kec. Tebet,Kel. Kebon Baru,10,2019,2,0,tgl 16,0,0,0,5 - 10,0
Jakarta Selatan,Kec. Tebet,Kel. Manggarai,1,2019,2,0,tgl. 26,0,0,0,15,0
Jakarta Selatan,Kec. Kebayoran Baru,Kel Petogogan,"02,03",2019,2,0,"tgl. 16,17,19,20",0,0,0,30 - 50,0
Jakarta Selatan,Kec. Mampang,Kel. Kuningan Barat,3,2019,2,0,"tgl. 16,17",0,0,0,20 - 40,0
Jakarta Selatan,Kec. Jagakarsa,Kel. Cipedak,4,2019,2,0,tgl. 19,0,0,0,50 - 70,0
Jakarta Selatan,Kec. Cilandak,Kel. Cilandak Barat,2,2019,2,0,"tgl. 19,20",0,0,0,40 - 50,0
Jakarta Timur,Kec. Makasar,Kel. Cipinang Melayu,"03, 04",2019,2,0,"tgl. 11, 12",0,0,0,40 - 60,0
Jakarta Timur,Kec. Pasar Rebo,Kel. Pekayon,"04, 07",2019,2,0,"tgl. 11, 12",0,0,0,20 - 60,0
Jakarta Timur,Kec. Jatinegara,Kel. Cipinang Muara,13,2019,2,0,"tgl. 11, 12",0,0,0,20 - 40,0
Jakarta Timur,Kec. Jatinegara,Kel. Kampung Melayu,"04, 05, 07, 08",2019,2,0,"tgl. 16,26",0,0,0,10 - 100,0
Jakarta Timur,Kec. Jatinegara,Kel. Bidara Cina,"07, 11",2019,2,0,"tgl. 16,17",0,0,0,40 - 135,0
Jakarta Timur,Kec.Kramat Jati,Kel Balekambang,5,2019,2,0,tgl 16,0,0,0,15 - 120,0
Jakarta Timur,Kec.Kramat Jati,Kel. Cawang,"01, 02, 03, 05, 08",2019,2,0,"tgl. 16,26",0,0,0,20 - 80,0
Jakarta Timur,Kec.Kramat Jati,Kel. Cililitan,"06, 07",2019,2,0,"tgl. 16,26",0,0,0,20 - 90,0
Jakarta Utara,Kec. Cilincing,Kel. Semper Timur,"03, 09",2019,3,0,tgl 05,0,0,0,10 - 50,0
Jakarta Utara,Kec. Cilincing,Kel. Kalibaru,"07, 08, 012",2019,3,0,tgl 05,0,0,0,30,0
Jakarta Utara,Kec. Cilincing,Kel. Cilincing,"06, 09",2019,3,0,tgl 05,0,0,0,30,0
Jakarta Utara,Kec. Cilincing,Kel. Rorotan,5,2019,3,0,tgl 05,0,0,0,50,0
Jakarta Utara,Kec. Kelapa Gading,Kel. Pegangsaan Dua,3,2019,3,0,tgl 05,0,0,0,30,0
Jakarta Utara,Kec. Koja,Kel. Rawa Badak Selatan,"01, 04, 011",2019,3,0,tgl 05,0,0,0,10 - 20,0
Jakarta Utara,Kec. Pademangan,Kel. Ancol,"05, 010, 012",2019,3,0,"tgl 05,06",0,0,0,25 - 30,0
Jakarta Utara,Kec. Penjaringan,Kel. Pluit,"01, 011, 022",2019,3,0,tgl 05,0,0,0,40,0
Jakarta Utara,Kec. Penjaringan,Kel. Pejagalan,"07, 015",2019,3,0,tgl 05,0,0,0,15 - 30,0
Jakarta Utara,Kec. Penjaringan,Kel. Penjaringan,8,2019,3,0,tgl 05,0,0,0,30,0
Jakarta Utara,Kec. Penjaringan,Kel. Kamal Muara,3,2019,3,0,tgl 05,0,0,0,50,0
Jakarta Utara,Kec. Tanjung Priok,Kel. Warakas,1,2019,3,0,tgl 05,0,0,0,50,0
Jakarta Utara,Kec. Tanjung Priok,Kel. Kebon Bawang,2,2019,3,0,tgl 05,0,0,0,10,0
Jakarta Utara,Kec. Tanjung Priok,Kel. Sungai Bambu,10,2019,3,0,tgl 05,0,0,0,15,0
Jakarta Utara,Kec. Tanjung Priok,Kel. Tanjung Priok,"01, 03, 06, 012, 013, 014, 015",2019,3,0,tgl 05,0,0,0,20 - 30,0
Jakarta Barat,Kec. Kebon Jeruk,Kel. Kedoya Utara,"01,02,04,08",2019,3,0,tgl. 05,0,0,0,15 - 50,0
Jakarta Barat,Kec. Kebon Jeruk,Kel. Kedoya Selatan,2,2019,3,0,tgl. 05,0,0,0,25,0
Jakarta Barat,Kec. Kebon Jeruk,Kel. Duri Kepa,"02, 03, 04, 05, 08, 09, 013",2019,3,0,tgl. 05,0,0,0,20 - 40,0
Jakarta Barat,Kec. Cengkareng,Kel. Kedaung Kali Angke,"01, 02, 03, 04, 05, 06, 07, 08",2019,3,0,tgl. 05,0,850,0,40 - 75,0
Jakarta Barat,Kec. Cengkareng,Kel. Rawa Buaya,"01, 02, 04, 011",2019,3,0,tgl. 05,0,0,0,20 - 70,0
Jakarta Barat,Kec. Cengkareng,Kel. Cengkareng Timur,"03, 04, 05, 012, 013, 014, 016",2019,3,0,"tgl. 05, 06",0,0,0,10 - 50,0
Jakarta Barat,Kec. Cengkareng,Kel. Cengkareng Barat,"06, 08, 09, 010, 014",2019,3,0,tgl. 05,0,0,0,50,0
Jakarta Barat,Kec. Cengkareng,Kel. Kapuk,"01, 02, 3, 05, 06, 07, 09, 010, 012, 013, 015, 016",2019,3,0,tgl. 05,0,0,0,15 - 50,0
Jakarta Barat,Kec. Grogol Petamburan,Kel. Jelambar Baru,"01, 02, 03, 04, 05, 06, 010, 012",2019,3,0,tgl. 05,0,0,0,20 - 60,0
Jakarta Barat,Kec. Grogol Petamburan,Kel. Jelambar ,"03, 04, 07",2019,3,0,tgl. 05,0,0,0,30 - 40,0
Jakarta Barat,Kec. Kalideres,Kel. Tegal Alur,"01, 03, 04",2019,3,0,tgl. 05,0,0,0,15 - 80 ,0
